Model Xe,Năm Sản Xuất,Gía Tiền,Xuất Xứ,Tình Trạng,Dòng Xe,Số KM Đã Đi,Màu Ngoại Thất,Màu Nội Thất,Số Chỗ Ngồi,Động Cơ,Hệ Thống Nạp Nhiên Liệu,Hộp Số,Dẫn Động,Thành Phố MPG,Cao Tốc MPG,Chiều Dài Cơ Sở,Chiều Dài Xe,Chiều Rộng Xe,Chiều Cao Xe,Độ Nặng,Kích Thước Động Cơ,Tỷ Số Đường Kính Xy Lanh & Pít Tông,Stroke,Mã Lực,Số Vòng Quay Cực Đại,Địa Chỉ
GMC Sierra 1500 AT4X,2023,1780200000,Xe nước ngoài,-1,Truck,12787,Mã não đen,Unknown,6,Hybrid6.2L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,41,45,112.4,90.4,89.4,69,2214,187,3.24,2.98,117,6459,7400 W LOOP 1604 S
RAM 1500 Limited,2023,1724885000,Xe nước ngoài,1,Truck,1950,Áo khoác trắng sáng,Unknown,3,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,19,22,93.9,134.2,87.4,74,2507,170,3.17,2.92,169,6086,9940 TWO NOTCH RD
Ford F250 Lariat w/ Tremor Off-Road Package,2022,1724885000,Xe nước ngoài,1,Truck,20688,Oxford trắng,Unknown,3,Xăng 2.4L,Unknown,Số tự động,FWD - Dẫn động cầu trước,31,35,114.7,132.3,82.9,77.1,2560,124,3.05,2.96,67,5150,470 WASHINGTON RD
Ford F250 King Ranch w/ King Ranch Ultimate Package,2022,1678770000,Xe nước ngoài,-1,Truck,18738,Áo ba lớp ánh kim màu trắng ngôi sao,Unknown,3,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,17,20,112.7,100.2,84.3,74.3,2413,138,2.99,3.46,142,6226,7311 Airport Boulevard
Ford F150 Lightning XLT,2022,1590266000,Xe nước ngoài,1,Truck,5560,Mã não đen kim loại,Unknown,2,Xăng 3.3L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,23,25,101.6,101.1,88.9,84.2,2588,198,3,2.93,108,5337,1100 East Golf road
GMC Sierra 2500 Denali w/ Denali Ultimate Package,2020,1573200000,Xe nước ngoài,1,Truck,50430,Hội nghị thượng đỉnh trắng,Tân,5,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,25,29,95.8,94,86.8,84.3,1791,126,2.79,3.05,120,4476,4220 W. Expressway 83
Ford F150 King Ranch,2022,1538700000,Xe nước ngoài,1,Truck,16626,Áo ba lớp ánh kim màu trắng ngôi sao,Unknown,5,Xăng 3.3L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,14,17,105.6,149.4,79.2,69.6,1756,165,3.03,3.4,98,6050,1210 Northlake Blvd
RAM 3500 Laramie,2021,1516505000,Xe nước ngoài,1,Truck,33870,Áo khoác ngọc trai màu xanh yêu nước,Unknown,3,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,14,19,94.1,94.1,79.5,76.4,2669,164,3.16,3.06,117,5513,99 TIM SHORT DRIVE
GMC Sierra 1500 Elevation w/ Preferred Package,2022,1505212000,Xe nước ngoài,1,Truck,14518,Mã não đen,Unknown,6,Xăng 3.5L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,38,44,91.1,160.6,74.6,82,2050,199,2.79,3.86,90,4859,329 MIRACLE STRIP PKWY SW
Ford F250 Lariat w/ Lariat Value Package,2022,1492700000,Xe nước ngoài,1,Truck,106174,Oxford trắng,Đen,4,Xăng ,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,29,38,105.5,106.5,86.6,76.5,2578,196,3.01,3.56,176,4936,3990 W Highway 501
GMC Sierra 2500 AT4 w/ Gooseneck/5TH Wheel Package,2022,1485708000,Xe nước ngoài,1,Truck,55488,Mã não đen,Unknown,4,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,39,43,99.2,162.4,78.6,66.5,2439,202,3.2,3.34,116,4876,1885 MARION RD
Chevrolet Silverado 1500 ZR2 w/ Technology Package,2022,1460431000,Xe nước ngoài,1,Truck,25562,Đen,Unknown,4,Xăng 3.5L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,19,32,97.5,158.7,87.6,73.4,1491,180,2.88,3.4,139,6024,808 LOGAN BLVD
GMC Sierra 1500 Denali,2022,1460431000,Xe nước ngoài,1,Truck,14776,Thái bình dương xanh kim loại,Unknown,2,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,17,42,118.7,105,84,68.9,2695,84,3.21,2.89,131,5814,150 Shiloh Rd
RAM 2500 Power Wagon w/ Level 2 Equipment Group,2022,1448931000,Xe nước ngoài,1,Truck,20813,Áo khoác trắng sáng,Đen,2,Xăng 2.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,15,21,107.1,121,86.5,74.5,1626,190,2.98,2.9,78,5605,808 LOGAN BLVD
Ford F350 XLT w/ XLT Value Package,2020,1416616000,Xe nước ngoài,1,Truck,43776,Từ tính,Unknown,4,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,21,32,103.3,102.3,79.1,70.8,2328,100,2.79,2.82,79,5727,1877 W 2425 S
Chevrolet Silverado 3500 LT w/ All Star Edition,2021,1402931000,Xe nước ngoài,1,Truck,27003,Bạc băng kim loại,Đen,6,Xăng 3.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,18,23,100.7,126.3,84.3,83.9,2555,99,2.95,3,133,5083,808 LOGAN BLVD
RAM 2500 Laramie,2019,1375055000,Xe nước ngoài,1,Truck,79056,Áo khoác ngọc trai pha lê đen kim cương,Unknown,5,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,23,32,96.2,162.2,81.9,77.8,1790,169,2.78,3.3,145,4840,1500 MORRELL AVE
Ford F350 XL w/ STX Appearance Package,2022,1356931000,Xe nước ngoài,1,Truck,34320,Mã não đen kim loại,Unknown,5,Xăng 3.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,22,31,114.3,155.8,78.9,69.6,2200,124,2.88,3.18,135,6253,500 Broad St
RAM 1500 Limited,2022,1346167000,Xe nước ngoài,1,Truck,38840,Lớp phủ trong suốt bằng kim loại pha lê granite,Đen,2,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,23,33,108.4,150.1,88,82.1,2714,136,2.84,3.17,75,5452,1468 SAVANNAH HWY
Chevrolet Silverado 2500 LT,2022,1310885000,Xe nước ngoài,1,Truck,45114,Phấn,Unknown,3,Xăng 2.5L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,22,30,109.4,159.6,89,74,2389,197,2.86,3.31,90,5437,725 Illinois Avenue
Porsche Panamera Turbo Sport Turismo,2020,3219471000,Xe nước ngoài,1,Wagon,26272,Ánh kim đen nửa đêm,Đen,5,Xăng ,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,22,29,101.2,131.6,78.6,82.3,2149,182,3.23,2.81,181,6202,3222 SKYLANE DR
MINI Cooper Clubman S,2020,643793000,Xe nước ngoài,1,Wagon,68997,Pha lê trắng kim loại,Unknown,5,Nhiên liệu linh hoạt ,Unknown,Số tự động,FWD - Dẫn động cầu trước,43,39,92.8,134.9,83.8,70.6,2510,192,2.87,3.28,127,5125,705 LOUISIANA BLVD
Volvo V60 T5 Cross Country,2021,896885000,Xe nước ngoài,1,Wagon,57086,Đá phiến xám kim loại,Máy bay phản lực đen,5,Xăng ,Unknown,Số tự động,FWD - Dẫn động cầu trước,21,28,115.1,113.7,84,78.7,1807,81,2.93,2.91,125,4755,1924 N Paulina St
Chevrolet Bolt LT,2020,600231000,Xe nước ngoài,1,Wagon,16514,Kim loại màu xanh kinetic,Unknown,5,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,20,30,97.5,96,84.9,65.8,1722,215,2.78,3.26,84,4575,2366 OCEAN HWY W
Chevrolet Bolt Premier w/ Infotainment Package,2021,551885000,Xe nước ngoài,1,Wagon,27475,Anh racing green kim loại,Unknown,5,Xăng 2.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,12,17,97.1,112.8,83.8,75.8,2252,186,2.96,3.01,167,6199,3880 PEARL RD
MINI Cooper Clubman S,2017,396750000,Xe nước ngoài,1,Wagon,125674,Kim loại màu xám bạch kim,Unknown,5,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,12,17,97.6,122.5,76.1,73.7,1479,157,3.16,3.22,169,4285,488 US HIGHWAY 1
Volkswagen Golf Alltrack S,2019,519478000,Xe nước ngoài,1,Wagon,126917,Màu đen rực rỡ,Unknown,5,Xăng 2.0L,Unknown,Số tự động,FWD - Dẫn động cầu trước,11,17,109,97.2,75.8,81.7,1548,188,2.85,3.48,99,4735,Delivery To
Audi A4 2.0T allroad Premium Plus w/ Premium Plus Package,2019,885477000,Xe nước ngoài,1,Wagon,41334,Ngọc trai bão tuyết,Unknown,5,Xăng 3.6L,Unknown,Số tự động,FWD - Dẫn động cầu trước,14,21,104.5,120.4,75.4,84.4,1861,82,2.92,3.08,117,6189,235 MIDDLESEX TPKE
Toyota Prius V Two,2017,459931000,Xe nước ngoài,1,Wagon,151224,Đen,Unknown,5,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,14,21,98.8,97.4,88.5,84.1,1483,122,3.11,3.66,174,4954,Delivery To
Mercedes-Benz E 450 4MATIC All-Terrain Wagon,2023,1822957000,Xe nước ngoài,-1,Wagon,3075,Onyx đen kim loại,Unknown,5,Xăng 3.5L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,16,23,95.3,119.3,83.3,81.1,2028,130,3.01,3,89,5576,4400 North Dale Mabry Highway
Volvo V90 T6 Cross Country,2020,942724000,Xe nước ngoài,1,Wagon,43517,Argento nurburgring kim loại,Unknown,5,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,19,26,119.1,137.2,88.6,84.4,1848,102,2.94,3.66,153,4271,5636 S VAN DORN ST
Ferrari GTC4Lusso,2018,6209770000,Xe nước ngoài,-1,Wagon,20542,Ông nội bianco,Unknown,5,Xăng 3.5L,Unknown,Số tự động,FWD - Dẫn động cầu trước,12,18,99.8,96.6,87.3,79.6,2261,99,2.92,3.62,100,4151,11875 Alpharetta Hwy
Ferrari GTC4Lusso,2017,4829977000,Xe nước ngoài,1,Wagon,27722,Đen,Unknown,5,"Xăng 5,7L",Unknown,Số tự động,FWD - Dẫn động cầu trước,19,26,96.4,94.4,78.8,65.7,2259,134,3.06,3.63,144,5882,7514 GIRARD AVE
Ferrari FF,2015,3679954000,Xe nước ngoài,1,Wagon,27309,Màu xám băng kim loại,Java,5,"Xăng 5,3L",Unknown,Số tự động,AWD - 4 bánh toàn thời gian,23,30,96.1,97.3,90,76.7,1692,107,2.92,3.26,137,6100,1150 Westford Street
Porsche Taycan GTS Sport Turismo,2023,3553385000,Xe nước ngoài,-1,Wagon,6816,Mythos kim loại đen,Unknown,5,Xăng 5.0L,Unknown,Số tự động,FWD - Dẫn động cầu trước,23,31,103.7,90.3,86,65.7,2418,101,2.98,3.05,177,5778,185 W SUNRISE HWY
Audi RS 6,2023,3056700000,Xe nước ngoài,1,Wagon,6560,Kim loại siêu xanh,Unknown,5,Xăng 6.7L,Unknown,Số tự động,FWD - Dẫn động cầu trước,22,31,109.5,126.1,76.7,81.6,1765,154,2.79,2.92,104,4734,185 W SUNRISE HWY
Audi RS 6 w/ Executive Package,2023,3040393000,Xe nước ngoài,1,Wagon,14520,Phấn,Unknown,5,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,22,31,119.1,154.1,76.5,82.3,1490,114,3.06,2.98,182,5383,5100 E US HIGHWAY 377
Porsche Taycan 4S,2021,2757171000,Xe nước ngoài,-1,Wagon,7397,Màu xanh lá,Unknown,5,"Xăng 6,7L",Unknown,Số tự động,FWD - Dẫn động cầu trước,28,37,115.4,158.5,79.3,79.7,2149,175,2.99,2.86,167,6468,1900 S FIGUEROA ST
Mercedes-Benz E 63 AMG S,2020,2504631000,Xe nước ngoài,-1,Wagon,32779,Màu đen tuyền ánh kim,Unknown,5,Nhiên liệu linh hoạt Lanh,Unknown,Số tay,FWD - Dẫn động cầu trước,28,33,113.5,96.9,82.4,74.9,1916,94,2.98,3.64,114,5879,555 WEST BOURNE CIRCLE
Porsche Taycan 4 Cross Turismo,2022,2365504000,Xe nước ngoài,-1,Wagon,18165,Màu xám selenite kim loại,Unknown,5,Xăng 3.5L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,16,24,101.9,93.4,82.8,65.5,1571,195,3.2,3.47,79,4245,1900 S FIGUEROA ST
Mercedes-Benz E 450 4MATIC Wagon,2020,1326824000,Xe nước ngoài,1,Wagon,45102,Đen,Unknown,5,"Xăng 6,7L",Unknown,Số tự động,FWD - Dẫn động cầu trước,22,29,111.5,142.7,79.7,67.2,1989,179,3.13,2.92,109,4588,50 Bank Street
Cadillac CTS V w/ Wood Trim Package,2011,1264977000,Xe nước ngoài,1,Wagon,126230,Ánh trăng xanh kim loại,Unknown,5,Xăng 6.7L,Unknown,Số tự động,FWD - Dẫn động cầu trước,24,34,97.9,103.3,79.9,85,1464,90,3.16,2.81,179,4640,4130 SINCLAIR STREET
Mercedes-Benz E 450 4MATIC Wagon,2019,1138477000,Xe nước ngoài,1,Wagon,44995,Xám,Unknown,5,Nhiên liệu linh hoạt Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,55,53,116.1,117.7,81.8,79.3,1555,133,3.17,3.47,109,5550,4181 SW 8th St
Volvo V60 B5 Cross Country Ultimate w/ Climate Package,2023,1104000000,Xe nước ngoài,1,Wagon,10774,Trắng,Unknown,5,Nhiên liệu linh hoạt 6.2L,Unknown,Số tự động,FWD - Dẫn động cầu trước,29,37,114.2,119.2,52.2,53.9,2024,82,3.11,2.85,128,4854,6001 URBANA PIKE
Audi A4 2.0T allroad Prestige w/ Prestige Package,2020,942977000,Xe nước ngoài,1,Wagon,50654,Màu xanh denim,Unknown,5,"Xăng 5,7L",Unknown,Số tự động,FWD - Dẫn động cầu trước,54,57,100.2,108.8,49.6,57.5,2552,210,3.52,3.11,120,6750,2120 Southwest Freeway
Volvo V60 T5 Cross Country,2022,896885000,Xe nước ngoài,1,Wagon,73693,Màu nâu,Xám,5,Xăng 7.3L,Unknown,Số tự động,FWD - Dẫn động cầu trước,23,31,115.3,118.1,51.7,54.3,2561,102,3.83,2.88,71,5535,9811  Midlothian Tpke
Volvo V90 T6 Inscription,2018,873885000,Xe nước ngoài,1,Wagon,77728,Ớt đỏ,Unknown,5,Nhiên liệu linh hoạt 7.3L,Unknown,Số tự động,FWD - Dẫn động cầu trước,54,56,115.7,96.5,52.6,53,1674,146,3.71,2.39,100,4969,3404 S Speedway Dr
MINI Cooper 2-Door Hardtop,2018,505724000,Xe nước ngoài,1,Hatchback,86946,Bạc lấp lánh,Máy bay phản lực đen,5,Xăng ,Unknown,Số tự động,FWD - Dẫn động cầu trước,26,34,92.2,109.3,49.7,54,1971,115,2.69,3.19,169,5662,5720 N W Street
Kia Soul S,2021,441876000,Xe nước ngoài,1,Hatchback,57890,Hiệu ứng ngọc trai xám daytona,Unknown,4,Xăng 6.6L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,31,40,114.8,102.5,48.8,51.4,2425,147,3.48,2.93,151,5472,4031 S East St
Audi S7 Prestige,2018,1081000000,Xe nước ngoài,1,Hatchback,79480,Màu xanh kim loại vững chắc,Unknown,4,Nhiên liệu linh hoạt 5.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,25,31,116.5,119.8,57,58.3,2234,82,3.62,2.23,189,6026,3800 W Hillsborough Ave
Audi A7 3.0T Prestige w/ Prestige Package,2019,920000000,Xe nước ngoài,1,Hatchback,112198,Ngọc trai đen đậm,Màu xám đất trung bình,4,Hybrid6.7L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,54,50,118.9,100.1,49.1,54.1,2134,131,2.86,2.84,169,6122,1877 W 2425 S
Volkswagen GTI SE,2023,895965000,Xe nước ngoài,1,Hatchback,4573,Siêu âm đỏ,Unknown,4,HybridLanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,25,34,105.7,111,53.1,58.4,1835,114,2.96,3.54,182,5103,19550 NORDHOFF ST
Toyota Prius Prime XLE,2020,733194000,Xe nước ngoài,-1,Hatchback,59565,Ngọc trai trắng bạch kim,Unknown,5,"Xăng 5,3L",Unknown,Số tay,AWD - 4 bánh toàn thời gian,27,35,115.3,99.5,57.3,57.8,1773,150,3.86,2.6,190,5478,752 N Tomoka Farms Rd
Honda Civic Sport,2023,675257000,Xe nước ngoài,-1,Hatchback,26557,Bạc sao,Unknown,4,"Xăng 6,7L",Unknown,Số tự động,RFD - Dẫn động cầu sau,27,32,97.9,97,49.5,55.7,2429,79,3.61,2.42,194,5432,8050 South Autoplex Loop
Hyundai Ioniq SE,2022,459954000,Xe nước ngoài,-1,Hatchback,117715,Mica đen tuyền,Unknown,4,Xăng 6.6L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,28,33,94.8,102.1,55.5,55.2,1977,111,3.67,2.66,125,4861,3383 Satellite Boulevard
MAZDA MAZDA3 Hatchback w/Premium Plus Pkg,2021,620770000,Xe nước ngoài,1,Hatchback,56510,Ngọc trai đỏ tươi,Muội than,4,Xăng 6.2L,Unknown,Số tự động,RFD - Dẫn động cầu sau,18,28,102.7,114.8,49.7,51.3,2021,104,3.03,3.07,180,6132,1609 Us Highway 181
Hyundai Ioniq SEL,2021,574954000,Xe nước ngoài,1,Hatchback,25245,Mica đen tuyền,Unknown,5,Xăng 6.2L,Unknown,Số tự động,RFD - Dẫn động cầu sau,27,35,106.9,122.4,49.2,52.7,2218,92,3.38,2.25,108,5457,6252 E Virginia Beach Blvd
MAZDA MAZDA3 s,2022,571159000,Xe nước ngoài,1,Hatchback,28347,Aegean xanh kim loại,Unknown,4,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,23,30,102,103.8,51.2,54.2,1825,117,3.87,3.35,183,6499,640 Colemans Crossing
Honda Civic EX-L,2020,563454000,Xe nước ngoài,1,Hatchback,70259,Linh hồn đỏ pha lê kim loại,Unknown,4,Xăng 6.4L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,29,35,101.3,113.5,49.8,54.6,1909,215,2.9,3.2,103,5640,106 HARPER DR
MAZDA MAZDA3 s,2021,551931000,Xe nước ngoài,1,Hatchback,26213,Linh hồn đỏ kim loại,Unknown,4,"Xăng 6,7L",Unknown,Số tự động,AWD - 4 bánh toàn thời gian,30,38,103.2,112.1,51.6,54.9,2367,89,3.48,2.52,155,5622,240 Killian Commons Parkway
Toyota Prius LE,2022,551885000,Xe nước ngoài,1,Hatchback,51528,Đảo ngọc xanh,Unknown,5,Xăng 6.6L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,30,38,96.8,99.1,54,57.4,2165,163,2.87,2.33,57,6107,2130 N FRANKLIN ST
MAZDA MAZDA3 Touring,2018,551747000,Xe nước ngoài,1,Hatchback,10846,Sao hải vương xanh,Titan đen,5,Xăng 6.7L,Unknown,Số tự động,RFD - Dẫn động cầu sau,42,37,117.7,118.9,53.2,52.1,1669,77,3.78,3.2,144,5547,500 Broad St
Subaru Impreza 2.0i Sport,2019,524331000,Xe nước ngoài,1,Hatchback,31293,Ngọc bạch tuyết,Unknown,4,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,30,40,93.1,100.2,57.7,52.3,2455,125,3.23,3.31,81,6061,2892 Benner Pike
Kia Soul Turbo,2021,505931000,Xe nước ngoài,1,Hatchback,68966,Băng bạc kim loại,Unknown,4,"Xăng 6,7L",Unknown,Số tự động,RFD - Dẫn động cầu sau,28,33,107.7,113,55.6,52.1,2623,197,3.72,3.2,108,5965,5900 Illinois Road
Kia Soul X-Line,2021,481712000,Xe nước ngoài,1,Hatchback,28814,Solaris cam kim loại,Tro,4,"Xăng 5,7L",Unknown,Số tự động,RFD - Dẫn động cầu sau,20,28,93.8,123,54.8,56,2311,92,2.62,2.84,101,5750,3040 Piedmont Rd
Audi A7 3.0T Premium Plus,2013,480700000,Xe nước ngoài,1,Hatchback,98346,Trắng,Unknown,5,Hybrid6.6L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,18,25,118.3,116.3,55.3,58.3,1725,126,3.56,2.37,101,6743,15001 PERRY HWY
MINI Cooper 2-Door Hardtop,2019,471500000,Xe nước ngoài,1,Hatchback,63643,Địa ngục đỏ,Unknown,4,Xăng 4.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,17,22,93.4,117.2,49.4,54.3,1903,123,2.76,2.38,185,5036,51466 State Road 19
Volkswagen GTI SE,2017,459885000,Xe nước ngoài,1,Hatchback,115643,Hội nghị thượng đỉnh trắng,Tóc vàng,5,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,19,24,106.7,123.1,57.5,52.4,2064,125,3.81,2.32,158,5816,13731 HARBOR BLVD
Kia Soul LX,2023,450340000,Xe nước ngoài,-1,Hatchback,34456,Khảm kim loại đen,Unknown,4,Hybrid2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,16,21,111.7,106,57,56.6,2216,184,3.6,2.49,106,5271,1600 E Yakima Ave
Chevrolet Spark LS,2022,413816000,Xe nước ngoài,1,Hatchback,15451,Thỏi bạc,Unknown,4,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,13,17,110.5,114.6,52.4,54.1,2058,201,3.73,2.44,165,6355,488 US HIGHWAY 1
Chevrolet Spark LT,2022,411700000,Xe nước ngoài,1,Hatchback,45888,Than chì kim loại,Unknown,5,Điện2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,14,18,101.7,118.2,51.9,51.1,2114,178,2.68,2.71,127,4928,1800 S MAIN ST
Ford C-MAX SE,2015,405789000,Xe nước ngoài,1,Hatchback,59749,Màu xám trọng lực,Unknown,4,Xăng ,Unknown,Số tự động,RFD - Dẫn động cầu sau,26,31,91,118.9,57.7,52.5,2264,83,3.36,3.41,89,5925,8310 VETERANS HWY
Chevrolet Cruze LT w/ Sun And Sound Package,2017,390977000,Xe nước ngoài,1,Hatchback,76478,Mã não đen,Unknown,4,Xăng ,Unknown,Số tự động,RFD - Dẫn động cầu sau,17,22,117.9,95,52,54.2,2165,82,2.89,3.39,126,4990,9205 Adamo Drive
Kia Soul S,2021,387182000,Xe nước ngoài,-1,Hatchback,99981,Áo khoác ngọc trai pha lê đen kim cương,Unknown,5,Diesel Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,14,19,118.3,108.3,57.9,56.6,2101,115,3.33,3.02,88,6311,255 MIDDLESEX TPKE
GMC Terrain SLE w/ Technology Package,2017,400844000,Xe nước ngoài,1,Suv-crossover,106533,Pangea xanh kim loại,Rượu cognac,6,Diesel 2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,13,18,102.4,123.9,57.3,55.2,2375,155,3.18,3.49,187,5230,800 Gold Hill Rd
Jeep Grand Cherokee Altitude,2019,643218000,Xe nước ngoài,1,Suv-crossover,129027,Màu đen ánh kim của santorini,Unknown,6,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,15,20,96.5,113.7,57.6,53.8,2306,196,3.59,3.24,184,5514,220 Route 46 East
Land Rover Defender 110,2020,1494885000,Xe nước ngoài,-1,Suv-crossover,34814,Ngọc trai trắng ostuni,Unknown,6,Diesel 1.8L,Unknown,Số tự động,FWD - Dẫn động cầu trước,13,19,108,111.5,50.2,58.4,2317,108,2.9,3.16,93,5811,220 Route 46 East
Land Rover Range Rover HSE,2020,1379885000,Xe nước ngoài,-1,Suv-crossover,74821,Trắng,Unknown,7,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,15,20,118.7,112.6,49.7,55.9,2325,210,3.53,2.46,117,6569,3040 Piedmont Rd
Land Rover Range Rover SE,2023,3907700000,Xe nước ngoài,-1,Suv-crossover,4787,Áo tricoat màu trắng pha lê,Unknown,5,Xăng 2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,16,20,115.8,102.5,54,58.3,2106,187,3.66,3.16,59,6633,444 NW 165TH STREET RD
Mercedes-Benz G 550,2020,3011597000,Xe nước ngoài,1,Suv-crossover,73589,Ba lớp ngọc trai óng ánh,Macchiato màu be/espresso nâu,6,Nhiên liệu linh hoạt ,Unknown,Số tự động,FWD - Dẫn động cầu trước,14,19,120,114.8,49.4,51.3,1738,151,3.77,2.9,81,6507,4100 TAMIAMI TRL N
Cadillac Escalade Sport Platinum,2023,2875000000,Xe nước ngoài,-1,Suv-crossover,7672,Màu đen ánh kim của santorini,Unknown,5,Nhiên liệu linh hoạt Lai:,Unknown,Số tự động,RFD - Dẫn động cầu sau,19,24,118.8,114.4,56.6,58.5,2561,107,3.54,2.84,100,6107,6486 US HIGHWAY 287
Chevrolet Equinox LT,2021,504850000,Xe nước ngoài,1,Suv-crossover,93270,Áo tricoat màu trắng pha lê,Unknown,6,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,22,35,112.4,100.8,56.4,56.8,1799,150,3.07,3.01,87,5791,220 Route 46 East
Land Rover Range Rover Sport SVR,2021,2437885000,Xe nước ngoài,-1,Suv-crossover,17925,Donington màu xám kim loại,Unknown,7,Xăng 3.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,14,19,92,113.3,51.3,58.5,1743,192,3.78,3.17,179,4933,625 GRAND NATIONAL DRIVE
Cadillac Escalade ESV Sport w/ Touring Package,2022,2204550000,Xe nước ngoài,-1,Suv-crossover,42229,Ánh trăng xanh kim loại,Unknown,6,Diesel Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,14,19,95.5,110.8,48.2,58.5,1710,81,3.73,3.12,114,5602,20822 KATY FWY
BMW X5 M w/ Executive Package,2021,1885977000,Xe nước ngoài,1,Suv-crossover,54610,Đá mặt trăng trắng,Unknown,7,Diesel 2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,14,20,118.6,112.5,51.9,58.4,2067,163,3.53,3.44,111,6540,329 MIRACLE STRIP PKWY SW
Cadillac Escalade Sport Platinum,2021,1884022000,Xe nước ngoài,1,Suv-crossover,80066,Ánh kim màu xanh nửa đêm,Unknown,5,Nhiên liệu linh hoạt Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,15,20,105.9,101.5,57.1,57.1,2551,164,2.82,2.21,115,6163,3990 W Highway 501
